name_unqual,cnt
≤″⇒≤‴,1
_⊆I_,1
unsafeRunCmd,1
∼0,1
⊓≡⊓′,1
FlatPoly,1
now≉never,1
selective,1
maybeTMonad,1
makeValid,1
zipWith-replicate₁,1
Prefix-as-∣ˡ,1
lookup-mono-≤,1
runState,1
spanᵇ,1
addExtension,1
<′-wellFounded,1
⊤⁺≈⊤⁺,1
_-×-_,1
[]ᴹ,1
bwd,1
Typeₐ,1
Coercible₁,1
randomIO-Float,1
end,1
alignWith-flip,1
⊠-⅀,1
reverse-downFrom,1
rbrace,1
↥p≡↥q≡0⇒p≃q,1
quotient-<,1
Null⇒null,1
fx+f[-x]≈0,1
pow-mul-cong,1
s≤s-injective,1
Delay,1
ioFunctor,1
float,1
Σ-syntax,1
defineData,1
↔⇒⟶,1
updateAt-∘-local,1
tabulate-∘,1
Any-resp,1
introᶜ,1
¬-recompute,1
⊎-decSetoid,1
def-injective₁,1
xor-annihilates-not,1
>‴-irrelevant,1
"_∈[_,_]",1
0<suc,1
>>=-left-distributive,1
⇔⇒⟶,1
HomoProduct,1
step-≂-⟩,1
find∘map,1
to-cong₁,1
ioMonadIO,1
i≤suc[i],1
p⊔q≃q⇒p≤q,1
charsInBase,1
<ᵇ⇒<″,1
setUnderline,1
runWriter,1
toList#,1
IsStrictSurjection,1
First,1
x∸y<x,1
_⊢_≲_,1
FoldrOp,1
⟦∷⟧-hom,1
m⊔n≤m+n,1
T-reflects,1
⊆′-preorder,1
1ℚ,1
LeftDividesʳ,1
¬∃⟶∀¬,1
catMaybes-concatMap,1
Time,1
≈⁺-irrelevant,1
_≟-ArgType_,1
≅-heterogeneous-irrelevantˡ,1
length-∷,1
∨-isIdempotentCommutativeMonoid,1
sucs,1
↥-neg,1
x≡0⇒toℕ[x]≡0,1
ReflClosure,1
IsBooleanAlgebraʳ,1
RawLeftSemimodule,1
toℚᵘ-mono-<,1
isNearSemiring*,1
subst-removable,1
llbrace,1
∧-distribˡ-xor,1
punchIn-injective,1
↔-id,1
from-just,1
_∈?[_],1
slow,1
α-ArgsPattern,1
*≫_,1
fromEqualₙ,1
m≤n⇒m%n≡m,1
fromPrefix,1
Listₐ,1
toRelated,1
x∣y∧y≉0⇒x≉0,1
α-Clauses,1
◇-map,1
NearSemiringHomomorphism,1
uncons-map,1
ReaderT,1
_⍓+_,1
pat-lam-injective₁,1
Surjection,1
RightTrans,1
p≃0⇒↥p≡0,1
2-rough,1
RawRightSemimodule,1
⟨_⟩,1
showInBase,1
<₋-resp-≈₋,1
to-Π,1
x//yzx≈x//zy\\x,1
foldr-reverse,1
now⇒now,1
LeftConical,1
∪-∩-isSemiringWithoutAnnihilatingZero,1
cong-∘,1
boolToMaybe,1
lift₀-cong,1
pos*neg⇒neg,1
<⁺-dec,1
dropFileName,1
⊆-trans-∷ˡ⁻ᵣ,1
these-injective,1
nonEmptyListTApplicative,1
⊖-monoˡ-<,1
divₕ-finish,1
maxWidth,1
lookup-downFrom,1
m<n+o⇒m∸n<o,1
just-nothing,1
<∣>-assoc,1
isPartialOrderʳ,1
neg+neg⇒neg,1
1#0,1
<∣>-idem,1
≡↔≅,1
Σ-↪,1
++-ʳ++,1
×-refl,1
prime⇒¬composite,1
unalignWith-this,1
composite⇒¬prime,1
length-⁺++⁺-≤ʳ,1
map-interleave,1
_≤′?_,1
absurd-clause-injective₁,1
interleave-repeat,1
id-is-fold,1
drop-repeat,1
impliesˡ,1
_⊎-⟶_,1
annotate,1
+ℤ-identityʳ,1
downFrom-∷ʳ,1
truncate-trans,1
_≟-Kind_,1
modality-injective,1
toℚᵘ-isMagmaHomomorphism-+,1
zipWith-is-⊛,1
_≟-Pattern_,1
x≤double[x],1
MiddleBol,1
joinPath,1
weakenClauses,1
primIsHexDigit,1
AllPairs-resp-Pointwise,1
⊔-0-commutativeMonoid,1
⇒≈,1
findIndicesᵇ,1
ℕ-≡-isDecEquivalence,1
_↪_,1
InfiniteDescendingSequenceFrom⁺,1
From-just,1
"gcd[i,j]≡0⇒i≡0",1
∩-cong,1
_∈ᴿ?_,1
maybeTMonadT,1
⊠-Κ,1
DContTIMonadDCont,1
_◅_,1
nonNeg<⇒pos,1
++-conicalʳ,1
CmdSpec,1
Semiring,1
↔⇒⟵,1
coerce-refl,1
<⁺-isStrictPartialOrder-≡,1
[]≔-minimal,1
Costring,1
map-P,1
reverse-injection,1
m≤n⇒∣m-n∣≡n∸m,1
nat,1
nilₙ,1
fromChar,1
m∸n+n≡m,1
non-assoc,1
≈±-refl,1
cotrans⇒¬-trans,1
TC,1
_>″_,1
convertTerm,1
isMacro,1
Σ-distribˡ-⊎,1
∣q∣≤∣p∪q∣,1
NamedOf,1
m<ᵇn⇒1+m+[n-1+m]≡n,1
‵fromℕ,1
≐-isEquivalence,1
neg-antimono-<,1
primFloatSqrt,1
[_↑]′,1
_×-↣_,1
inject≤-refl,1
>0⇒↥>0,1
/-mono-≤,1
workOnTypes,1
to-Σ,1
⊎-isPartialOrder,1
IsCommutativeSemigroup,1
toℚᵘ-isMonoidHomomorphism-+,1
≢-sym,1
unit,1
_*>>=+_,1
++-∷ʳ-eqFree,1
IStateT,1
♭,1
steps-respˡ,1
lookup-bounded,1
length-derun,1
κ,1
m/n*n≡m,1
Reverse,1
∣1⇒≡1,1
ExtensionalityImplicit,1
Inverse⇒Equivalence,1
_×-recompute_,1
mkListT,1
↭-split,1
toℕ-isMagmaHomomorphism-*,1
labels,1
RawRing,1
asks,1
α-Visibility,1
appⁿ-cong⁻¹,1
n≢0⇒n>0,1
if-cong-then,1
m+1+n≢m,1
≤″-irrelevant,1
filter-reject,1
×-assoc-*,1
map-is-⊛,1
++-identityʳ-unique,1
From-no,1
punchOut,1
Any-∈,1
f[-x]≈-fx,1
_++ˡ_,1
Simple,1
≤±-isPreorder,1
<₋-respˡ-≡,1
⟨named⟩,1
_[_]+,1
notComposite,1
a—↠b&a—↠c⇒b↔c,1
≈ₖᵥ-sym,1
concat-concat,1
"map-<,>-zip",1
<±-isStrictTotalOrder,1
_∘₂_,1
",-injectiveˡ",1
inverse-of,1
-1ℤ,1
IsRingMorphism-syntax,1
⊎-wellFounded,1
GCD≡1⇒coprime,1
RawRingWithoutOne,1
<⁺-irrelevant,1
All-resp-Pointwise,1
≃-≄-irreflexive,1
≡ᵇ⇒≡,1
splitAt-↑ʳ,1
String,1
isInj₂,1
showRel,1
pred[x]<x,1
scanr-defn,1
append-cons,1
xor-is-ok,1
maybeAlternative,1
FormatSpec,1
∣-p∣≃∣p∣,1
⟦_⇓⟧,1
SuffixView,1
m≤n⇒m⊓n≡m,1
>>=-∈↔,1
view-unique,1
∨-conicalʳ,1
gcd≡1⇒coprime,1
toℚᵘ-isNearSemiringHomomorphism-+-*,1
toℕ-cast,1
eat-complete′,1
nonEmptyListMonad,1
unzipWith-swap,1
lem₁,1
∈-AllPairs₂,1
↧[n/d]≡d,1
fromRelated,1
⊔-0-isMonoid,1
∉-member,1
_++ᵖ_,1
ListT,1
m≤n⊔m,1
property,1
×-totalOrder,1
digitCharsUnique,1
IsRightSemimodule,1
icong′,1
Char,1
even<even,1
Definition,1
toEqualₙ,1
det⇒conf,1
Const,1
toℕ-isMonoidHomomorphism-*,1
∼⁺⟨⟩-injectiveʳ,1
sreplicate,1
unionSpec,1
cartesianProductWith,1
ℤArg,1
+-identityˡ-↧,1
map∷⁻,1
_=α=-Term_,1
mod-helper,1
selectiveMagma,1
trans-symˡ,1
coprime-+,1
primeFactorisation[p],1
stripPis,1
pow-sucʳ,1
"n/gcd[m,n]≢0",1
_≤ᵢ_,1
≤⁺-isDecTotalOrder-≡,1
⊎-×-isSemiringWithoutAnnihilatingZero,1
≪*_,1
DescentFrom,1
mergeAll-↗,1
nPk≡n!/[n∸k]!,1
a≡a%n+[a/n]*n,1
zipWith-replicate₂,1
AlternativeMagma,1
pow-eval-hom,1
Acc-resp-≈,1
applyDownFrom⁺,1
ℚ-≤-isDecTotalOrder,1
≉-tight,1
Arg-≡-isDecEquivalence,1
toℕ-pred,1
streamApplicative,1
Subs,1
IsCommutativeRing,1
_∼⁺⟨_⟩_,1
AppLemmas,1
Semilattice,1
primIsDigit,1
f<t,1
map₁-cong,1
fromList-map,1
primNatToFloat,1
withReconstructed,1
ℕ²,1
derunᵇ,1
mergeThese,1
subst-sym-subst,1
RawRelation,1
Suffix-Infix-trans,1
OverPath,1
_<₋_,1
toℚᵘ-isMagmaHomomorphism-*,1
Congruent₁,1
left-assoc,1
suc[m]≤n⇒m≤pred[n],1
GCD*LCM,1
Fun₂,1
bind̅₂,1
joinʳ⁺-right⁺,1
map-NonEmpty,1
map-identity,1
if-idem-else,1
1+[2_],1
mapAccumˡ*,1
_∷⁻¹ᴹ_,1
randomRIO-Float,1
≤′-step,1
⊎-poset,1
─⁺,1
these-injectiveʳ,1
traverseSort,1
_⊛*_,1
×-decTotalOrder,1
≈-subst-∈,1
double≢1,1
isDecEquivalenceᵢ,1
∣p∣≡0⇒p≡0,1
≤₋-total,1
BufferMode,1
vcat,1
fromSign,1
mapAccumʳ+,1
_%=_⊢_,1
idem-×-homo-*,1
StateTIMonadState,1
reverse-upTo,1
++-[]-rawMonoid,1
irreducible[2],1
m+n≮n,1
maybeTApplicative,1
poly-foldR,1
⋆-complete,1
groupSeqs-groups,1
XdgDirectory,1
∈-downFrom⁺,1
m⊖1+n<m,1
primeFactorisation[1],1
_≤±_,1
≈∙-substitutive,1
∧-band,1
[]≔-++-↑ˡ,1
i≤j⇒i⊔j≡j,1
composite[4],1
p*p⁻¹≡0ℙ,1
*-distrib-⊔,1
∞ℕ,1
mapMaybe*,1
showSort,1
⊠-step′,1
×-distribˡ-⊎′,1
↔⇒⤖,1
[_⇓]′,1
reverse-foldr,1
map-chunksOfAcc,1
*-1-rawGroup,1
∧-cancelʳ,1
*-sel,1
∣-poset,1
divₕ-mono-≤,1
⌈n/2⌉≤′n,1
m⊔n≤o⇒m≤o,1
⊛-left-distributive,1
xor-inverseˡ,1
RawMonad,1
⊛⁺′,1
yellow,1
_<?<_,1
ℕArg,1
nonEmptyListFunctor,1
punchIn,1
toℕ-isMonomorphism-<,1
defineFun,1
[1+m%d]≤1+n⇒[m%d]≤n,1
z≤n,1
zipWith-const,1
≃-trans,1
∁?,1
normalize-nonNeg,1
relevant,1
mkℚ+-injective,1
stateTMonadPlus,1
IsApartness,1
≤₋-reflexive,1
updateExp,1
m⊔n≡n⇒m≤n,1
a[modₕ]n≤a,1
⌊_/2⌋,1
∣-∣-comm,1
↭-singleton-inv,1
unique-index,1
_=α=-ArgPattern_,1
if-float,1
∈-∷=⁺-untouched,1
coerce-IO,1
insert-punchIn,1
≤∙ʳ-resp-≈,1
a—↠b⇒a↔b,1
∣-∣-isSemiMetric,1
groupSeqs,1
edges,1
Size<_,1
_<″?_,1
inj-compare,1
Implies,1
InfiniteDescendingSequenceFrom,1
to-id,1
↔Σ,1
_Respects₂_,1
unsplit,1
⟦_⟧P,1
∈ₖᵥ-insert⁺,1
foldl-universal,1
drop-⁺++-identity,1
RecursorBuilder,1
IsSemimedialMagma,1
m-n≡m⊖n,1
sorted?,1
readerTChoice,1
sign-⊖-<,1
reveal,1
Linked⇒AllPairs,1
lineBuffering,1
∷ʳ-++-eqFree,1
PT,1
m<n⇒0<n∸m,1
length-++-comm,1
suffRec′,1
_⟨⊙⟩_,1
s≢opposite[s],1
primFloatLess,1
⊥-sym,1
_∙′_,1
IsIndexedDecEquivalence,1
DecTotalOrder,1
IsInvertibleUnitalMagma,1
⇔→≡,1
Thunk^P,1
_∈?ε,1
tcApplicative,1
<₋-isDecStrictPartialOrder-≡,1
_⊥,1
map-mapMaybe,1
takeWhile-filter,1
lookup-evens,1
i⊓j≡i⇒i≤j,1
Digit,1
m<n⇒m⊓o<n,1
toList-tails,1
trans-assoc,1
_≤₋_,1
die,1
IsSuccessorSetMonomorphism,1
*-homo-*,1
value-injective,1
n≤1⇒n≡0∨n≡1,1
_⊉′_,1
sym-cong,1
IsSemilattice,1
odd∸even-for>,1
not-¬,1
AnnotationFun,1
1/-antimono-≤-pos,1
spo-wellFounded,1
0-coprimeTo-m⇒m≡1,1
"[,]-∘",1
0ℤ,1
∃-there,1
"fromℕ'",1
List#,1
primFloatATanh,1
RingWithoutOne,1
⊎⇔∃,1
>⇒≮,1
inject≤,1
homomorphic₂-inj,1
heytingAlgebra,1
quoteResult,1
classic,1
⟨term⟩,1
grouped[xs]⇒unique[derun[xs]],1
pos-*,1
isRelative,1
toProduct⊤,1
∣-∣-triangle,1
zero-homo,1
zero-hom,1
_↔-∘_,1
joinˡ⁺⁻,1
T?-diag,1
++-identityˡ-unique,1
≈±-sym,1
++-idempotent,1
does-≐,1
[m+n]%n≡m%n,1
×-irreflexive₁,1
primWord64ToNatInjective,1
m*n≤o⇒[o∸m*n]%n≡o%n,1
m⊓n≤n,1
last-reverse,1
kleeneAlgebraHomomorphism,1
↑ˡ-injective,1
I,1
IsOrderHomomorphism,1
⊂′-isStrictPartialOrder,1
3#,1
cast-fromList,1
sign-◃,1
_≬_,1
1+[2x]<2[1+x],1
from-const,1
data-type-injective₂,1
∸-mono-≤,1
_+⋎_,1
_⟨$⟩ˡ_,1
n∸n≡0,1
Inverse⇒Surjection,1
≥-isDecTotalOrder,1
^[]*-cong,1
isStrictInverse,1
step-≂-⟨,1
lower₁-irrelevant,1
<′-Rec,1
primFloatTanh,1
toℚᵘ-isMonoidMonomorphism-+,1
Sumᵣ,1
⊆⇒⊆′,1
RawMonadReader,1
lookup-odds,1
>″-irrelevant,1
"c*gcd[m,n]≡gcd[cm,cn]",1
Fun₁,1
∤⇒rough-suc,1
xor-∧-commutativeRing,1
splitAt⁻¹-↑ʳ,1
｛_｝,1
⊆-pushoutˡ-is-wpo,1
∧-conicalʳ,1
fromCowriter∘toCowriter≗id,1
var-injective,1
m*n/n≡m,1
Infix-Suffix-trans,1
reverse-foldl,1
q⊆p∪q,1
×◇↔◇◇×,1
IsBiInverse,1
throw,1
mapMaybe,1
suc[x]∸suc[y],1
p⊆p∪q,1
fromℚᵘ-cong,1
unzipWith-map,1
≋⇒≅,1
+-zeroʳ,1
downFrom,1
callProcessWithExitCode,1
_>′?_,1
len,1
bind-⇓,1
toWitnessFalse,1
isStrictSurjection,1
foldl-++,1
¬¬-remove,1
SumᵣT,1
⊎-<-totalOrder,1
trans∧irr⇒asym,1
BVars,1
x≢0⇒double[x]≢0,1
nonEmptyListTMonadT,1
<±-dec,1
_-⟪_⟫-_,1
⌊log2⌋2^n≡n,1
tri⇒irr,1
+,1
partial-reflexiveˡ,1
monadIO,1
ArgInfo,1
m≤n⇒m≤1+n,1
irrefl⇒¬-refl,1
s≲s,1
bootTime,1
⊂′-antisym,1
_×-inverse_,1
mk⤖,1
⊖-monoʳ->-<,1
getInstances,1
gcd-identity,1
primWord64ToNat,1
0<odd,1
P⇔[]<[],1
isRingᴺ,1
toTree-up-identity,1
4ᵇ,1
≤-Content,1
p⊓q≃q⇒q≤p,1
i≤j⇒i≤1+j,1
<-trichotomous,1
⟶-go,1
All¬⇒¬Any,1
cong-id,1
DecStrictPartialOrder,1
"×-≡,≡←≡",1
debugPrint,1
resp⇒¬-resp,1
≤±-isTotalOrder,1
freshName,1
readerTMonad,1
[]≔-updates,1
∈-++-comm,1
zipWith-++,1
zipWith-absorbs,1
distribʳ-⊖-+-pos,1
isSearchPathSeparator,1
gmap⁺,1
punchInᵢ≢i,1
MonoidNames,1
≐-sym,1
_×ₛ_,1
<-Rec,1
writerTMonadIO,1
m∸n≡0⇒m≤n,1
evalWriterT,1
stateTMonadState,1
suc-mono,1
Dense,1
whole⁻¹,1
modulus,1
<₋-cmp-≡,1
eval,1
append⁺ʳ,1
xxz\\x≈x//z,1
IsMiddleBolLoop,1
Inverseˡ,1
α-ArgsTerm,1
sublist?,1
1+n≢0,1
↠⇒↪,1
Ι,1
Op₂,1
tmLemmas,1
WeaklyNormalizing,1
"gcd[i,j]≡0⇒j≡0",1
"×-≡,≡↔≡",1
_⊎-⇔_,1
it,1
pos⊓pos⇒pos,1
nmap,1
longest,1
_++⁺_,1
i≤j⇒0≤j-i,1
alignWith-map,1
lem₈,1
∣m⊖n∣≡∣n⊖m∣,1
≤-maximum,1
pure⁻,1
SelectiveMagma,1
∼-isEquivalence,1
IsSemimoduleFromRight,1
divisor-∣,1
toμ,1
step-#˘,1
<⁺-asym,1
⊎-<-strictTotalOrder,1
Pred,1
mapMaybe-just,1
toTree-⟪⟫ʳ,1
filter-≐,1
take-drop,1
getWord64LE,1
ExcludedMiddle,1
toDecimalChars,1
_∣∣_,1
m<ᵇ1+m+n,1
IsSelectiveMagma,1
%-remove-+ʳ,1
neg-cong,1
holeₙ,1
punchOut-punchIn,1
_⋊_,1
currentDirectory,1
length-partition,1
_≇_,1
poly-mapR,1
⊎-<-poset,1
reverse+,1
m≤n⇒[n∸m]%m≡n%m,1
commitTC,1
≤-decTotalOrder-≈,1
∼bag⇒↭,1
ErrorPart,1
isBiInverse,1
prime⇒nonTrivial,1
xs↭ys⇒|xs|≡|ys|,1
hide,1
_⊥′_,1
map↔∘,1
⊟-step-hom,1
+↔⊎,1
Weight,1
Wrap′,1
fromℚᵘ-injective,1
DecPoset,1
Σ-Rec,1
length-catMaybes,1
pure⁻∘pure⁺,1
deleteThis,1
lift-unique,1
*-distrib-∣-∣,1
impure,1
<±-resp-≡,1
IsEnumeration,1
_≈⟨_⟩_,1
≈±-isEquivalence,1
Any-map,1
x⋆+xx⋆≈x⋆,1
Is-nothing,1
accDescent∧wf⇒infiniteDescent,1
stateTApplicative,1
[n/ℕd]*d≤n,1
_≟-Clause_,1
lookup-unzip,1
m∸[m∸n]≡n,1
isCospan,1
nC′k≡n!/k![n-k]!,1
+≤+,1
visibility,1
_C′_,1
opposite-injective,1
view-complete,1
run_for_steps,1
++⁺-cancelˡ,1
≈-isPartialOrder,1
∣m-n∣≡m∸n⇒n≤m,1
lemma₆,1
length-filter,1
splitAt-repeat,1
depth,1
build,1
Pair,1
_-⊎-_,1
toℕ-isMonoidMonomorphism-*,1
∨-commutativeMonoid,1
toℚᵘ-isRelHomomorphism,1
primQNameFixity,1
writerTMonadWriter,1
⊔-pres-<m,1
mk↠,1
negated-stable,1
IsMagma,1
T-not-≡,1
is,1
back⁺-syntax,1
preds,1
IsCommutativeSemiringʳ,1
toList-ˡ++,1
⊓ᴸ-presᵇ-v≤,1
Vec≤,1
ε-unique,1
0ℕ+-identity,1
length-mapMaybe,1
m⊖n≤m,1
x⋆+x⋆x≈x⋆,1
append⁺ˡ,1
that-injective,1
⊎-isPreorder,1
traversePattern,1
runReader,1
⊎-<-isPreorder,1
toℕ≤pred[n],1
i≤j⇒k⊓i≤j,1
Fin-≡-isDecEquivalence,1
2#,1
Infix,1
head′,1
PartialSetoid,1
if-∧,1
nonPos*nonPos⇒nonPos,1
⊎-×-isSemiring,1
:→-to-Π,1
¬All⇒First,1
n<1+n,1
mkℚ-injective,1
m<n⇒m≤1+n,1
suc[x]≤y⇒x<y,1
RawModule,1
⊐↑-hom,1
_↣_,1
not-injective,1
formatErrorParts,1
mkNamedOf,1
_≳⟨_⟩P_,1
*-inverse,1
usage,1
↩-id,1
prime⇒coprime,1
+[1+-injective,1
blockOnMetas,1
i⊔j≤k⇒i≤k,1
_Respectsˡ_,1
DContIMonadDCont,1
of,1
isCommutativeSemiringʳ,1
fromℕ-mono-<,1
_⟶ᵢ_,1
∀¬⟶¬∃,1
stateTMonadT,1
lookup-iterate-identity,1
randomRIO-Char,1
descent∧acc⇒unsatisfiable,1
pure⁺,1
FlexibleMagma,1
isCommutativeMonoidMorphism,1
_<‴?_,1
¬0-coprimeTo-2+,1
⊓ᴸ-forcesᵇ-v≤,1
punchIn-cancel-≤,1
i≤j⇒i-k≤j,1
i≤j⇒i-j≤0,1
minimal,1
≤-dec⇒isDecPartialOrder,1
RawIMonadPlus,1
IsInverse,1
IsSemigroupMorphism-syntax,1
length-never,1
readerTApplicativeZero,1
⌊log2⌋,1
<∣>-monoid,1
↥p≡↥q≡0⇒p≡q,1
descent∧wf⇒empty,1
lookup-cast₁,1
⨅,1
*-unitalMagma,1
≤⁺-irrelevant,1
RawMonadT,1
m≤n+o⇒m∸n≤o,1
unzipWith-cong,1
<-dec,1
fromCowriter,1
IsIndexedPartialOrder,1
∈-resp-[σ∘σ⁻¹],1
i≤j⇒i⊓k≤j,1
*-cancelˡ-<,1
unzip-map,1
>>=-cong,1
parity,1
m≤n+m,1
Annotation,1
distinct,1
length-⁺++⁺,1
¬∀⟶∃¬,1
^-monoʳ-≤,1
gp-homo,1
DivMod,1
composite-∣,1
_≤′_,1
toℚᵘ-isMonoidHomomorphism-*,1
⊎-<-asymmetric,1
lem₄,1
coerce-fun,1
∣i*j∣≡∣i∣*∣j∣,1
m%[n*o]/o≡m/o%n,1
*-assoc-↧,1
m⊖n<1+m,1
GeneralMetric,1
Fin[m^n]↔Fin[m]^n,1
LeftModule,1
_∉ᴿ?_,1
Unique-resp-↭,1
splitAt-≥,1
m≤n⇒m<n∨m≡n,1
Any-insertWith-just,1
is-∙,1
isDrive,1
getDefinition,1
HasNormalForm,1
blockBuffering,1
fromStream-scanl,1
forth⁺,1
truncate-padRight,1
foldl-fusion,1
↧-*,1
joinˡ⁺-right⁺,1
red,1
h,1
≡⇒≮,1
*-cancelʳ,1
∣⊖∣-<,1
*-assoc-↥,1
universal-U,1
all-takeWhile,1
Thunk^R,1
initOptions,1
injective⇒≤,1
extract-bind̅₂-bind⇓,1
map-cast,1
Telₐ,1
Parity-≡-isDecEquivalence,1
⊂-asymmetric,1
cons-head-tail-identity,1
allUpTo?,1
product-↭,1
anti-mono,1
product≢0,1
≤₋-antisym-≡,1
drop-cons,1
%-congʳ,1
case_of_,1
SemimedialMagma,1
_⇒C_,1
punchIn-permute,1
"lcm[0,i]≡0",1
decompose,1
IsQuasiring,1
K,1
Adjoint,1
truncate≡take,1
fromList-reverse,1
SuccessorSet,1
_⇓_,1
⌈log2⌉-mono-≤,1
_≤⊤⁺,1
_≈±_,1
_×-equivalence_,1
toSign-inverseʳ,1
⊂-decStrictPartialOrder,1
⋎⁺₂,1
i≤j⇒i⊓j≡i,1
declareDef,1
Abs-≡-isDecEquivalence,1
i≥j⇒i⊓j≡j,1
"Σ-≡,≡↔≡",1
≤-isDecPartialOrder-≈,1
StdOut,1
+-comm-↥,1
<₋-resp-≡,1
RawPApplicative,1
m%n≡0⇒n∣m,1
∃!,1
m/n∣m,1
/-cancelʳ-≡,1
RightSemimedial,1
neg*pos⇒neg,1
1≢0,1
[1+m]⊖[1+n]≡m⊖n,1
[]=↔lookup,1
foldl+,1
stateTAlternative,1
⟦∷⟧?-hom,1
getExtension,1
≤-dec⇒≈-dec,1
asymmetric⇒empty,1
◅-injectiveʳ,1
¬irreducible[0],1
EqClosure,1
Pattern-≡-isDecEquivalence,1
8ᵇ,1
lift₂-conv,1
++-concat,1
leftBranch,1
₁∼₂,1
toDigits,1
PowInd,1
⟦++⟧R,1
Σ-rec-builder,1
%-remove-+ˡ,1
Quasigroup,1
nat-injective,1
splitDrive,1
⊂′-respˡ-≐′,1
RawEmpty,1
↔-isEquivalence,1
addTrailingPathSeparator,1
length-ʳ++,1
multiplier,1
Σ-distribʳ-⊎,1
<₋-trans,1
LeftBol,1
_^_+1,1
*ₗ-assoc∧comm⇒*ᵣ-assoc,1
x∈p⇒p-x⊂p,1
cong-chunksOf,1
toℕ-homo-∸,1
Equivalence,1
nonEmptyEdgePred,1
Univ,1
≈₋-refl,1
this-injective,1
downFrom⁺,1
_≤‴_,1
⊔ᴸ-presᵒ-v≤,1
p+p⁻¹≡1ℙ,1
x∙zyz≈xzy∙z,1
maybe,1
<⁺-isDecStrictPartialOrder-≡,1
lookup-truncate,1
_>>=+_,1
distr,1
record′-injective,1
extensional⇒inductive,1
evalStateT,1
distribˡ-⊖-+-pos,1
Cospan,1
traverse′,1
IsSuccessorSetHomomorphism,1
foldr+,1
₁∼₁,1
map₁₂-map₂₁,1
findIndex,1
splitAt-join,1
cong-map,1
nonEmptyListApplicative,1
filter-#,1
unlines,1
divisor-<,1
_div_,1
Any↔,1
⊔-⊓-isCommutativeSemiringWithoutOne,1
≲-trans,1
⊔≡⊔′,1
biEquivalence,1
<∣>-identity,1
+-zeroˡ,1
≐-trans,1
m≤‴m+k,1
_◃_/_,1
≥″-irrelevant,1
≐-setoid,1
⌊log2⌋-cong-irr,1
Π[_],1
forth⁺-syntax,1
S[as][bs]⇒∣as∣≢1+∣bs∣,1
All⇒Pointwiseʳ,1
*-mn-homo,1
≲-refl,1
concat-map,1
∃∈-Any,1
breakᵇ,1
∸-monoˡ-<,1
replaceExtension,1
WithDefault,1
⊔-rawMagma,1
length-removeAt′,1
∈-upTo⁻,1
maxOperator,1
toℕ≤n,1
divₕ-restart,1
i^n≡0⇒i≡0,1
∧-conicalˡ,1
"<_,_>ₛ",1
"Σ-≡,≡←≡",1
hidden,1
_⇔ᵢ_,1
≤-respects₂,1
i-j≡0⇒i≡j,1
RawSuccessorSet,1
ddcong₂,1
⌈log₂⌉-mono-≤,1
∣⊖∣-≰,1
blockerMeta,1
◅◅-assoc,1
catch,1
xy≈z⇒x|z∧y|z,1
cast-sym,1
extend,1
Any-Σ⁺ʳ,1
covecFunctor,1
`Κ,1
ιᴹ-idealˡ,1
∈-++↔++,1
≬⇒¬⊥,1
DenseLinearOrder,1
i≤j⊔i,1
_×-rightInverse_,1
primFloatCosh,1
block,1
GCD-/,1
⊎-<-respects₂,1
noBuffering,1
isStrictRightInverse,1
pred[_⊕_],1
≳-poset,1
m≢1+n+m,1
cyan,1
∩-inverseʳ,1
addSpace,1
Acc-resp-flip-≈,1
Supremum,1
Clausesₐ,1
+-band,1
gets,1
∃⟨_⟩,1
termErr,1
Suffix-as-∣ʳ,1
_∤∤_,1
1+x⋆≈x⋆,1
TestPool,1
*-group,1
_⊢_,1
concat-++,1
1↔⊤,1
m≤n⇒∃[o]m+o≡n,1
prime⇒nonZero,1
ιᴹ-idealʳ,1
α-Term,1
x^[m+n]≈[x^m]*[x^n],1
≈±-substitutive,1
_+++_,1
listMonad,1
AllPairs⇒Linked,1
RelativePath,1
partitionᵇ,1
transpose-inverse,1
∨-conicalˡ,1
_|>_,1
RawMonoid,1
IsStrictInverse,1
≈⁺-dec,1
RawIMonad,1
≤-isPreorder-≡,1
WriterTIMonadZero,1
∙-sound,1
Trie,1
⤖⇒↔,1
InitLast,1
errorSpec,1
s≤′s,1
insert-cong-↭,1
lift-fold,1
⁺++⁺-cancel,1
sufficient,1
drop-fromList-++-≤,1
_≈∞_,1
isSuccessorSetMonomorphism,1
_<<_,1
joinˡ⁺-left⁺,1
neg-antimono-≤,1
≈⁺-sym,1
∀-recompute,1
#nodes-mapₗ,1
<-≤-connex,1
α-Clause,1
Word64-≡-isDecEquivalence,1
_↢_,1
All[≉]⇒∉,1
unique∧set⇒bag,1
≈∙-isDecEquivalence,1
_ℕ≤?_,1
↪⇒↩,1
assoc←,1
+-distrib-/-∣ˡ,1
gmap-◅◅,1
zipWith-repeat,1
∉-resp-≈,1
insert-swap-cong,1
─⁻,1
Antitonic₁,1
valid,1
isAbsolute,1
lift!,1
+-assoc-↧,1
Any-∈-swap,1
isMiddleBolLoop,1
_Δ_,1
eq?,1
prime?,1
neg-suc,1
Min,1
during,1
_-⟪_⟩-_,1
TermSubst,1
grouped?,1
×-isEquivalence,1
+≮-,1
maybeMonadPlus,1
m≤n⇒m!∣n!,1
gcd-universality,1
Sublist-[]-universal,1
foldMap*,1
x<y⇒suc[x]≤y,1
IsRelIsomorphism,1
<-isStrictTotalOrder-≈,1
toDelay,1
product-++,1
